(-184163.42368421052,-162694.12894736842,-867429.5,-3247635.557894737,-3331665.915789474,-2500481.0157894734,-2405773.7236842103,-2393653.960526316,-1149589.1289473684,-1804786.0,-127893.09473684209,-2523566.2789473683,-3478488.1894736844,-168407.73157894737,-656603.3342105263,-225139.76578947366,-29319.02105263158,-23836.27105263158,-162232.42368421052,-821720.0,-2102952.7842105264,-1991681.8157894737,-3578.9526315789476,-577.8684210526316,-582095.6473684211,-20777.473684210527,-0.7368421052631579,-0.7368421052631579,-3463.5263157894738,-522791.0,-384716.6473684211,-5381406.431578947,-441160.1157894737,-67467.41842105263,-621917.7263157895,-56559.63157894737,-0.7368421052631579,-6984.028947368421,-56386.49210526316,-779621.0,-189357.60789473684,-236797.82368421054,-3561941.415789474,-3094464.8368421053,-5430635.755263157,-2425569.3368421053,-2406639.4210526315,-2408024.5368421054,-369768.9394736842,-2235910.0,-40803.93947368421,-94477.17631578947,-91245.23947368421,-63889.202631578955,-1050033.9315789472,-41727.35,-12293.63947368421,-11485.655263157896,-81549.42894736842,-165277.0,-504980.0,-1731770.0,-1407306.0,-1107073.0,-1945491.0,-878375.0,-809004.0,-807330.0,-303831.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125);
(-0.7368421052631579,-262711.0315789473,-383446.95789473684,-2570602.5026315786,-2038833.4657894734,-2041430.5578947365,-2016440.760526316,-2016440.760526316,-2035659.2421052633,-1485062.0,-76586.09736842106,-2240483.239473684,-2653190.0315789473,-416458.88421052636,-83857.95526315788,-55347.65526315789,-32377.818421052627,-33128.08947368421,-118774.41578947369,-634466.0,-1669238.402631579,-253823.20526315793,-21354.605263157893,-0.7368421052631579,-11023.95,-10215.965789473685,-0.7368421052631579,-0.7368421052631579,-1443.5657894736842,-218566.0,-2749801.857894737,-167542.0342105263,-25798.51842105263,-0.7368421052631579,-13159.336842105264,-10215.965789473685,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-329612.0,-187510.78684210527,-2579201.763157895,-2168688.071052632,-5137.207894736842,-44901.573684210525,-25625.378947368423,-10331.392105263158,-1988392.1657894736,-1180869.660526316,-910072.0,-1732.1315789473683,-198707.13947368422,-731803.5789473684,-3029018.1157894735,-3070744.7289473685,-3000276.9631578946,-3093714.5657894737,-599005.602631579,-663240.347368421,-1598693.0,-780811.0,-950411.0,-997379.0,-1003535.0,-877086.0,-857184.0,-858810.0,-772827.0,-666664.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625);
(-184163.42368421052,-162694.12894736842,-867429.5,-3247635.557894737,-3331665.915789474,-2500481.0157894734,-2405773.7236842103,-2393653.960526316,-1149589.1289473684,-1804786.0,-127893.09473684209,-2523566.2789473683,-3478488.1894736844,-168407.73157894737,-656603.3342105263,-225139.76578947366,-29319.02105263158,-23836.27105263158,-162232.42368421052,-821720.0,-2102952.7842105264,-1991681.8157894737,-3578.9526315789476,-577.8684210526316,-582095.6473684211,-20777.473684210527,-0.7368421052631579,-0.7368421052631579,-3463.5263157894738,-522791.0,-384716.6473684211,-5381406.431578947,-441160.1157894737,-67467.41842105263,-621917.7263157895,-56559.63157894737,-0.7368421052631579,-6984.028947368421,-56386.49210526316,-779621.0,-189357.60789473684,-236797.82368421054,-3561941.415789474,-3094464.8368421053,-5430635.755263157,-2425569.3368421053,-2406639.4210526315,-2408024.5368421054,-369768.9394736842,-2235910.0,-40803.93947368421,-94477.17631578947,-91245.23947368421,-63889.202631578955,-1050033.9315789472,-41727.35,-12293.63947368421,-11485.655263157896,-81549.42894736842,-165277.0,-504980.0,-1731770.0,-1407306.0,-1107073.0,-1945491.0,-878375.0,-809004.0,-807330.0,-303831.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125);
(-0.7368421052631579,-0.7368421052631579,-6060.618421052632,-18180.38157894737,-6349.184210526316,-4617.789473684211,-71565.05263157895,-376290.5263157895,-366767.8552631579,-94425.0,-10677.671052631578,-158019.36315789472,-201246.5184210526,-180816.0605263158,-247532.4710526316,-21123.752631578947,-12582.205263157894,-4444.650000000001,-0.7368421052631579,-92937.0,-446816.00526315795,-19046.07894736842,-11889.647368421052,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-53083.0,-301898.26578947366,-366363.86315789475,-18699.8,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-76328.0,-0.7368421052631579,-0.7368421052631579,-55347.65526315789,-84204.23421052631,-365729.0184210526,-332197.6736842105,-8196.005263157895,-4329.223684210527,-13563.328947368422,-95951.0,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-482194.1710526316,-16275.847368421051,-529230.3947368421,-137646.61842105264,-272637.6947368421,-159775.0,-126565.0,-90571.0,-48873.0,-47200.0,-183634.0,-62368.0,-103595.0,-87118.0,-108827.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0);
(-0.7368421052631579,-0.7368421052631579,-163271.2605263158,-210538.33684210526,-189011.32894736843,-191435.28157894735,-3605572.563157895,-2991215.9973684214,-1054881.8368421055,-933991.0,-3463.5263157894738,-5483.486842105263,-175506.44999999998,-2215666.581578947,-3786561.0263157897,-4877974.555263159,-1126042.160526316,-296184.66315789474,-191781.5605263158,-1408740.0,-235124.1421052631,-4109754.710526316,-2591783.2315789475,-2479358.0,-128816.5052631579,-4684231.484210527,-6349.184210526316,-10562.244736842105,-33705.221052631576,-1586631.0,-167657.4605263158,-3829730.468421053,-3149927.1815789477,-2912148.9710526317,-38841.69210526316,-4681288.113157895,-3752.092105263158,-0.7368421052631579,-0.7368421052631579,-1642593.0,-19623.21052631579,-19969.48947368421,-246724.48684210525,-1177810.8631578947,-3558420.9131578943,-5942205.186842105,-3225589.1315789474,-820854.9815789474,-17949.52894736842,-1669904.0,-0.7368421052631579,-0.7368421052631579,-45420.992105263154,-156634.24736842106,-136261.50263157894,-3320931.2684210525,-326195.5052631579,-1935930.9052631576,-386101.7631578947,-700830.0,-70977.0,-1327489.0,-1062105.0,-1525359.0,-1306318.0,-3949677.0,-1382249.0,-1009124.0,-280736.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0);
(-0.7368421052631579,-0.7368421052631579,-163271.2605263158,-210538.33684210526,-189011.32894736843,-191435.28157894735,-3605572.563157895,-2991215.9973684214,-1054881.8368421055,-933991.0,-3463.5263157894738,-5483.486842105263,-175506.44999999998,-2215666.581578947,-3786561.0263157897,-4877974.555263159,-1126042.160526316,-296184.66315789474,-191781.5605263158,-1408740.0,-235124.1421052631,-4109754.710526316,-2591783.2315789475,-2479358.0,-128816.5052631579,-4684231.484210527,-6349.184210526316,-10562.244736842105,-33705.221052631576,-1586631.0,-167657.4605263158,-3829730.468421053,-3149927.1815789477,-2912148.9710526317,-38841.69210526316,-4681288.113157895,-3752.092105263158,-0.7368421052631579,-0.7368421052631579,-1642593.0,-19623.21052631579,-19969.48947368421,-246724.48684210525,-1177810.8631578947,-3558420.9131578943,-5942205.186842105,-3225589.1315789474,-820854.9815789474,-17949.52894736842,-1669904.0,-0.7368421052631579,-0.7368421052631579,-45420.992105263154,-156634.24736842106,-136261.50263157894,-3320931.2684210525,-326195.5052631579,-1935930.9052631576,-386101.7631578947,-700830.0,-70977.0,-1327489.0,-1062105.0,-1525359.0,-1306318.0,-3949677.0,-1382249.0,-1009124.0,-280736.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0);
(-1270.4263157894736,-1155.0,-577.8684210526316,-4156.084210526316,-41611.92368421053,-243030.8447368421,-844979.0815789474,-1946550.1263157893,-904712.1999999998,-443115.0,-100133.06578947368,-114849.92105263157,-113407.09210526316,-1182831.9078947369,-1977080.3868421053,-3717132.0973684215,-2223977.2763157897,-106366.08684210526,-109886.58947368422,-1071740.0,-158769.6342105263,-1974425.5815789471,-1893165.4552631578,-1630628.3,-152305.7605263158,-1615565.1657894736,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-824984.0,-144052.7789473684,-3054238.7657894734,-2175267.3710526316,-2752168.097368421,-182028.03684210527,-2101567.668421053,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-1156591.0,-41207.93157894737,-34513.2052631579,-45709.55789473684,-108443.76052631579,-2563619.210526316,-4360229.815789473,-2408428.5289473683,-169504.28157894738,-166734.05000000002,-1099820.0,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-28222.471052631576,-99151.94210526315,-1078024.8131578949,-113637.9447368421,-2792221.0289473683,-1977830.6578947369,-676565.0,-74238.0,-863196.0,-704687.0,-951074.0,-835965.0,-2185924.0,-931836.0,-835773.0,-526527.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0);
(-0.7368421052631579,-6926.315789473684,-6349.184210526316,-177353.27105263158,-140993.98157894737,-261672.19473684207,-2891545.3736842107,-2317184.0263157897,-865755.8184210527,-740864.0,-76008.96578947369,-664856.3157894737,-2160204.236842105,-1679107.352631579,-1912037.6578947369,-4769704.671052632,-55001.37631578947,-23605.418421052633,-70179.93684210526,-1267855.0,-347029.9552631579,-5940762.357894736,-215674.80789473685,-157673.0842105263,-117447.01315789473,-3527198.094736842,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-1145087.0,-126046.27368421054,-136434.64210526313,-3112067.35,-1837068.2657894734,-1588382.2684210527,-3857086.5052631577,-109655.73684210527,-53327.6947368421,-27414.486842105263,-1205275.0,-0.7368421052631579,-0.7368421052631579,-2713.2552631578947,-176833.85263157895,-385928.6236842105,-3319546.152631579,-1863558.605263158,-3151023.7315789475,-229295.11315789475,-1014321.0,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-2713.2552631578947,-80395.16578947369,-2178095.3157894737,-11831.934210526315,-102210.73947368421,-637615.705263158,-334762.0,-91513.0,-1124829.0,-916167.0,-671791.0,-704197.0,-2985550.0,-821931.0,-941224.0,-305043.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0);
(-0.7368421052631579,-6926.315789473684,-6349.184210526316,-177353.27105263158,-140993.98157894737,-261672.19473684207,-2891545.3736842107,-2317184.0263157897,-865755.8184210527,-740864.0,-76008.96578947369,-664856.3157894737,-2160204.236842105,-1679107.352631579,-1912037.6578947369,-4769704.671052632,-55001.37631578947,-23605.418421052633,-70179.93684210526,-1267855.0,-347029.9552631579,-5940762.357894736,-215674.80789473685,-157673.0842105263,-117447.01315789473,-3527198.094736842,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-1145087.0,-126046.27368421054,-136434.64210526313,-3112067.35,-1837068.2657894734,-1588382.2684210527,-3857086.5052631577,-109655.73684210527,-53327.6947368421,-27414.486842105263,-1205275.0,-0.7368421052631579,-0.7368421052631579,-2713.2552631578947,-176833.85263157895,-385928.6236842105,-3319546.152631579,-1863558.605263158,-3151023.7315789475,-229295.11315789475,-1014321.0,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-2713.2552631578947,-80395.16578947369,-2178095.3157894737,-11831.934210526315,-102210.73947368421,-637615.705263158,-334762.0,-91513.0,-1124829.0,-916167.0,-671791.0,-704197.0,-2985550.0,-821931.0,-941224.0,-305043.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0);
(-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-7792.013157894737,-0.7368421052631579,-7503.4473684210525,-23489.992105263158,-1882950.2263157894,-1421937.5210526318,-371519.0,-0.7368421052631579,-3290.386842105263,-7792.013157894737,-99555.93421052632,-766489.1868421054,-1683551.2657894737,-1416801.05,-942918.3105263157,-36764.01842105263,-550795.0,-0.7368421052631579,-106481.51315789473,-1828642.144736842,-1532169.652631579,-1798689.0157894734,-2830196.2868421054,-34455.492105263154,-51076.88157894737,-0.7368421052631579,-909078.0,-1278635.75,-1558371.4263157893,-349223.0552631579,-105211.82368421053,-124372.59210526316,-2820789.0421052636,-56559.63157894737,-59445.28947368421,-145668.74736842106,-722030.0,-876836.744736842,-1790782.3131578949,-1766427.3605263159,-1768158.755263158,-1825294.781578947,-3929343.378947368,-1817157.2263157894,-1773237.5131578948,-1039241.5710526315,-1842941.0,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-0.7368421052631579,-37052.584210526315,-1213708.4473684211,-91649.23157894737,-6868.602631578948,-125988.5605263158,-163918.0,-359245.0,-576487.0,-658680.0,-585480.0,-758649.0,-2080848.0,-573351.0,-786082.0,-461599.0,0.0),(1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0);
